Name,Sex,Event,Equipment,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots,Federation
Lifter 16457,F,SBD,Raw,41.0,56.2,71.6,61.0,69.6,202.2,118.2,WRPF
Lifter 16458,F,SBD,Multi-ply,45.0,88.5,113.6,84.5,88.7,286.8,119.3,USAPL
Lifter 16459,M,SBD,Raw,36.0,110.9,166.2,104.2,194.2,464.6,163.1,USAPL
Lifter 16460,M,SBD,Raw,50.0,69.2,111.9,91.3,103.4,306.6,153.3,IPF
Lifter 16461,F,SBD,Single-ply,31.0,53.0,70.5,58.9,77.6,207.0,126.5,WRPF
Lifter 16462,M,SBD,Raw,27.0,82.3,134.1,81.6,164.7,380.4,167.1,WRPF
Lifter 16463,M,SBD,Single-ply,36.0,90.7,171.4,111.8,151.2,434.4,177.4,WRPF
Lifter 16464,M,SBD,Multi-ply,42.0,69.6,144.9,109.6,188.8,443.3,220.8,USPA
Lifter 16465,F,SBD,Raw,27.0,68.2,86.4,50.2,93.3,229.9,116.2,IPF
Lifter 16466,F,SBD,Single-ply,,63.0,51.7,34.1,56.6,142.4,76.4,IPF
Lifter 16467,F,SBD,Single-ply,29.0,73.0,91.0,67.5,82.7,241.2,115.9,USPA
Lifter 16468,M,SBD,Raw,33.0,82.9,132.6,109.3,203.7,445.6,194.6,IPF
Lifter 16469,M,SBD,Raw,42.0,139.1,247.5,127.6,151.4,526.5,156.0,IPF
Lifter 16470,M,SBD,Raw,41.0,102.1,160.9,98.7,201.7,461.3,172.3,WRPF
Lifter 16471,F,SBD,Wraps,,44.0,42.1,30.5,58.6,131.2,92.2,WRPF
Lifter 16472,M,SBD,Multi-ply,46.0,78.2,152.5,145.6,185.1,483.2,220.5,USPA
Lifter 16473,F,SBD,Raw,30.0,62.6,75.9,32.0,76.4,184.3,99.4,USAPL
Lifter 16474,M,SBD,Single-ply,,83.2,180.7,132.6,162.9,476.2,207.4,IPF
Lifter 16475,F,SBD,Raw,43.0,48.6,71.9,38.5,57.7,168.1,109.6,IPF
Lifter 16476,F,SBD,Raw,36.0,58.1,60.1,48.3,86.0,194.4,110.9,USAPL
Lifter 16477,M,SBD,Raw,29.0,123.4,193.5,137.8,222.7,554.0,179.6,USAPL
Lifter 16478,F,SBD,Single-ply,23.0,64.7,88.5,65.4,86.2,240.1,126.3,IPF
Lifter 16479,M,SBD,Raw,54.0,111.9,95.2,83.2,170.8,349.2,121.8,IPF
Lifter 16480,F,SBD,Raw,33.0,69.1,93.5,60.1,78.0,231.6,116.0,USPA
Lifter 16481,F,SBD,Raw,43.0,49.0,75.7,,61.3,,123.0,USAPL
Lifter 16482,M,SBD,Raw,30.0,67.2,106.3,68.0,156.7,331.0,169.2,IPF
Lifter 16483,M,SBD,Raw,41.0,100.0,183.2,139.2,180.8,503.2,191.0,USAPL
Lifter 16484,F,SBD,Single-ply,24.0,72.2,87.0,50.4,107.5,244.9,118.6,WRPF
Lifter 16485,F,SBD,Multi-ply,30.0,72.8,94.1,38.6,126.5,259.2,124.8,USPA
Lifter 16486,M,SBD,Raw,34.0,139.4,192.5,103.7,299.0,595.2,176.1,WRPF
Lifter 16487,F,SBD,Raw,31.0,44.0,57.2,46.7,64.6,168.5,118.4,IPF
Lifter 16488,M,SBD,Raw,32.0,71.5,123.8,92.1,77.8,293.7,143.3,WRPF
Lifter 16489,M,SBD,Raw,46.0,97.7,136.7,120.5,172.4,429.6,165.9,USAPL
Lifter 16490,M,SBD,Raw,33.0,101.4,189.0,129.3,201.8,520.1,195.3,USAPL
Lifter 16491,m,SBD,Single-ply,29.0,77.9,139.1,106.7,164.1,409.9,187.6,USAPL
Lifter 16492,M,SBD,Wraps,33.0,107.8,180.0,148.5,194.7,523.2,187.7,USAPL
Lifter 16493,F,SBD,Raw,23.0,84.2,103.0,60.0,81.6,244.6,105.6,USAPL
Lifter 16494,M,SBD,Raw,35.0,75.9,122.3,93.1,155.9,371.3,173.3,USPA
Lifter 16495,M,SBD,Wraps,34.0,86.0,129.3,88.1,142.5,359.9,152.9,USAPL
Lifter 16496,F,SBD,Single-ply,35.0,65.8,90.5,52.9,81.2,224.6,116.7,USAPL
Lifter 16497,F,SBD,Single-ply,26.0,74.6,94.9,57.2,119.6,271.7,128.4,USPA
Lifter 16498,F,SBD,Raw,39.0,72.4,65.4,41.5,78.6,185.5,89.7,IPF
Lifter 16499,M,SBD,Wraps,35.0,100.0,152.3,81.6,187.1,421.0,159.8,USPA
Lifter 16500,F,SBD,Raw,54.0,78.7,87.7,41.5,72.3,201.5,91.5,USPA
Lifter 16501,M,SBD,Raw,47.0,44.0,91.4,67.1,90.9,249.4,175.2,USAPL
Lifter 16502,M,SBD,Raw,30.0,118.7,221.6,126.7,192.4,540.7,180.4,IPF
Lifter 16503,F,SBD,Raw,30.0,69.8,82.3,40.9,101.1,224.3,111.5,USAPL
Lifter 16504,M,SBD,Raw,48.0,88.5,138.2,89.1,137.1,364.4,151.5,USPA
Lifter 16505,F,SBD,Raw,29.0,44.0,58.6,28.6,53.2,140.4,98.6,USAPL
Lifter 16506,M,SBD,Single-ply,29.0,105.9,179.8,139.5,188.4,507.7,184.6,USPA
Lifter 16507,M,SBD,Raw,40.0,79.4,121.8,,174.8,,173.4,IPF
Lifter 16508,M,SBD,Raw,32.0,83.4,136.1,103.3,155.2,394.6,171.6,USAPL
Lifter 16509,M,SBD,Raw,40.0,86.0,174.1,114.7,175.3,464.1,197.2,IPF
Lifter 16510,M,SBD,Raw,24.0,84.3,153.7,109.0,166.3,429.0,185.0,IPF
Lifter 16511,M,SBD,Wraps,33.0,86.8,121.9,107.7,175.7,405.3,171.0,USAPL
Lifter 16512,M,SBD,Raw,49.0,58.8,115.0,71.3,108.6,294.9,166.7,IPF
Lifter 16513,F,SBD,Single-ply,30.0,44.0,63.9,,70.0,,120.5,IPF
Lifter 16514,M,SBD,Raw,32.0,75.5,115.2,116.3,144.1,375.6,176.0,USPA
Lifter 16515,M,SBD,Raw,35.0,89.0,129.3,96.9,114.2,340.4,141.0,USAPL
Lifter 16516,M,SBD,Wraps,33.0,82.1,148.9,97.7,154.2,400.8,176.3,USAPL
Lifter 16517,M,SBD,Raw,24.0,91.6,138.9,134.5,167.4,440.8,178.6,USAPL
Lifter 16518,M,SBD,Raw,48.0,88.4,85.3,83.9,145.7,314.9,131.1,WRPF
Lifter 16519,F,SBD,Raw,35.0,44.0,48.9,39.8,51.5,140.2,98.5,WRPF
Lifter 16520,F,SBD,Raw,41.0,75.5,94.0,61.6,99.7,255.3,119.6,IPF
Lifter 16521,M,SBD,Multi-ply,,109.6,168.8,,155.3,,162.3,USAPL
Lifter 16522,F,SBD,Raw,32.0,45.9,57.6,47.2,60.6,165.4,112.6,USAPL
Lifter 16523,M,SBD,Raw,40.0,113.2,129.8,101.6,190.1,421.5,145.7,IPF
Lifter 16524,M,SBD,Wraps,19.0,116.6,160.5,107.5,186.4,454.4,153.7,USAPL
Lifter 16525,M,SBD,Raw,21.0,83.0,166.8,98.6,182.5,447.9,195.5,IPF
Lifter 16526,M,SBD,Raw,36.0,124.4,224.7,129.4,186.3,540.4,174.1,USAPL
Lifter 16527,M,SBD,Raw,25.0,84.0,165.6,106.8,162.6,435.0,188.1,USAPL
Lifter 16528,M,SBD,Wraps,41.0,66.1,139.5,79.9,105.1,324.5,168.0,USAPL
Lifter 16529,M,SBD,Raw,44.0,96.4,143.2,109.3,168.2,420.7,164.1,USPA
Lifter 16530,M,SBD,Multi-ply,31.0,103.3,214.9,138.0,280.4,633.3,234.5,USPA
Lifter 16531,M,SBD,Raw,43.0,131.3,158.4,140.9,206.2,505.5,156.4,IPF
Lifter 16532,F,SBD,Wraps,34.0,84.8,80.4,60.1,106.9,247.4,106.2,USPA
Lifter 16533,F,SBD,Raw,,46.9,46.9,36.8,56.6,140.3,93.9,USAPL
Lifter 16534,M,SBD,Raw,27.0,117.2,205.8,116.7,168.1,490.6,165.3,USAPL
Lifter 16535,M,SBD,Raw,35.0,80.4,132.6,111.4,156.7,400.7,179.1,USAPL
Lifter 16536,M,SBD,Wraps,39.0,102.6,131.4,152.2,195.6,479.2,178.4,USAPL
Lifter 16537,F,SBD,Wraps,45.0,44.0,70.9,42.2,64.8,177.9,125.0,IPF
Lifter 16538,M,SBD,Raw,44.0,94.2,152.2,82.6,201.7,436.5,173.2,USAPL
Lifter 16539,M,SBD,Wraps,,93.4,138.2,108.2,159.8,406.2,162.2,WRPF
Lifter 16540,F,SBD,Single-ply,34.0,79.6,97.1,66.2,120.7,284.0,127.9,IPF
Lifter 16541,M,SBD,Raw,29.0,124.7,186.2,154.2,176.0,516.4,166.1,IPF
Lifter 16542,M,SBD,Raw,51.0,118.9,126.4,72.1,197.9,396.4,132.1,IPF
Lifter 16543,F,SBD,Raw,57.0,76.1,63.9,38.7,66.8,169.4,78.9,IPF
Lifter 16544,F,SBD,Single-ply,23.0,64.9,98.4,45.5,113.3,257.2,135.0,WRPF
Lifter 16545,M,SBD,Raw,,116.4,179.1,87.5,133.3,399.9,135.4,IPF
Lifter 16546,M,SBD,Raw,44.0,96.8,147.9,100.4,231.0,479.3,186.4,USAPL
Lifter 16547,M,SBD,Raw,,118.6,269.0,134.8,218.3,622.1,207.7,WRPF
Lifter 16548,M,SBD,Single-ply,46.0,45.4,66.3,60.8,129.5,256.6,176.1,USPA
Lifter 16549,M,SBD,Raw,54.0,92.7,124.0,53.6,96.4,274.0,110.1,WRPF
Lifter 16550,M,SBD,Raw,45.0,117.8,178.2,143.2,186.7,508.1,170.5,USAPL
Lifter 16551,M,SBD,Raw,29.0,67.8,141.4,88.8,111.3,341.5,173.4,IPF
Lifter 16552,F,SBD,Raw,61.0,74.5,39.4,36.5,53.0,128.9,61.0,USPA
Lifter 16553,F,SBD,Raw,48.0,77.4,78.9,54.7,51.8,185.4,85.3,USAPL
Lifter 16554,F,SBD,Multi-ply,29.0,47.0,69.2,42.8,86.5,198.5,132.7,WRPF
Lifter 16555,M,SBD,Wraps,42.0,78.4,143.4,110.4,160.9,414.7,188.9,USAPL
Lifter 16556,M,SBD,Raw,41.0,100.0,144.7,107.1,235.9,487.7,185.1,USAPL
Lifter 16557,M,SBD,Raw,26.0,111.5,165.5,114.0,200.5,480.0,167.9,USPA
Lifter 16558,M,SBD,Raw,,79.1,152.8,103.7,174.5,431.0,195.0,WRPF
Lifter 16559,M,SBD,Single-ply,40.0,102.6,149.7,120.1,213.3,483.1,179.8,WRPF
Lifter 16560,F,SBD,Raw,32.0,61.5,73.0,38.7,54.8,166.5,91.0,USPA
Lifter 16561,M,SBD,Wraps,55.0,51.8,95.5,52.1,88.8,236.4,146.9,WRPF
Lifter 16562,M,SBD,Raw,35.0,72.8,135.5,122.9,185.8,444.2,213.9,WRPF
Lifter 16563,M,SBD,Raw,43.0,102.5,113.1,109.8,138.8,361.7,134.7,IPF
Lifter 16564,F,SBD,Raw,,82.5,102.6,60.0,112.2,274.8,120.5,IPF
Lifter 16565,F,SBD,Raw,31.0,83.0,100.4,67.8,112.0,280.2,122.3,USAPL
Lifter 16566,M,SBD,Single-ply,,89.4,153.5,119.4,214.1,487.0,201.0,IPF
Lifter 16567,M,SBD,Raw,36.0,49.0,88.1,57.8,103.0,248.9,161.3,WRPF
Lifter 16568,F,SBD,Wraps,,89.9,68.4,43.6,73.8,185.8,76.4,USAPL
Lifter 16569,M,SBD,Raw,,104.0,134.3,84.9,150.4,369.6,136.2,IPF
Lifter 16570,M,SBD,Raw,25.0,60.5,137.3,101.5,124.4,363.2,200.9,IPF
Lifter 16571,F,SBD,Raw,30.0,60.5,74.1,52.9,114.5,241.5,133.6,USAPL
Lifter 16572,F,SBD,Wraps,29.0,99.6,117.9,77.4,130.3,325.6,123.9,IPF
Lifter 16573,M,SBD,Raw,21.0,95.6,146.4,110.1,189.4,445.9,175.0,USPA
Lifter 16574,F,SBD,Single-ply,44.0,64.6,78.9,47.2,82.9,209.0,110.1,USAPL
Lifter 16575,M,SBD,Raw,41.0,125.2,204.5,167.8,160.0,532.3,170.7,IPF
Lifter 16576,M,SBD,Raw,28.0,61.7,111.2,85.4,114.7,311.3,169.7,WRPF
Lifter 16577,M,SBD,Raw,28.0,91.2,102.4,92.9,164.1,359.4,146.1,USAPL
Lifter 16578,M,SBD,Raw,22.0,112.0,169.2,112.9,184.3,466.4,162.6,USPA
Lifter 16579,M,SBD,Raw,30.0,97.9,145.6,122.4,207.8,475.8,183.5,USPA
Lifter 16580,F,SBD,Raw,41.0,72.8,76.2,58.6,94.4,229.2,110.4,USAPL
Lifter 16581,F,SBD,Single-ply,63.0,74.3,44.0,34.7,67.4,146.1,69.3,USPA
Lifter 16582,M,SBD,Single-ply,25.0,112.2,188.0,122.0,258.8,568.8,198.0,IPF
Lifter 16583,F,SBD,Raw,40.0,58.5,80.0,47.7,74.3,202.0,114.6,IPF
Lifter 16584,F,SBD,Wraps,66.0,82.8,46.8,26.7,45.1,118.6,51.8,IPF
Lifter 16585,M,SBD,Raw,35.0,110.9,147.7,103.6,254.6,505.9,177.6,USAPL
Lifter 16586,F,SBD,Raw,35.0,95.9,106.0,57.2,124.6,287.8,112.7,USPA
Lifter 16587,F,SBD,Raw,37.0,71.4,67.2,47.4,103.8,218.4,106.7,WRPF
Lifter 16588,F,SBD,Raw,36.0,65.8,55.4,41.8,73.4,170.6,88.6,WRPF
Lifter 16589,M,SBD,Wraps,45.0,89.8,121.3,86.5,85.6,293.4,120.7,WRPF
Lifter 16590,F,SBD,Raw,73.0,55.4,34.2,20.0,35.6,89.8,53.1,USAPL
Lifter 16591,F,SBD,Raw,,55.3,67.6,46.3,99.0,212.9,126.0,IPF
Lifter 16592,M,SBD,Raw,26.0,76.6,139.1,80.0,184.7,403.8,187.1,IPF
Lifter 16593,M,SBD,Raw,28.0,121.6,215.3,167.2,181.7,564.2,184.9,USAPL
Lifter 16594,M,SBD,Single-ply,46.0,120.4,191.0,118.0,197.7,506.7,167.3,USAPL
Lifter 16595,M,SBD,Single-ply,39.0,109.9,184.1,84.9,139.6,408.6,144.5,USAPL
Lifter 16596,M,SBD,Single-ply,48.0,126.1,189.3,127.8,147.7,464.8,148.2,IPF
Lifter 16597,M,SBD,Raw,23.0,88.4,139.0,114.8,172.3,426.1,177.4,IPF
Lifter 16598,F,SBD,Raw,35.0,56.1,71.6,42.2,89.2,203.0,118.8,USAPL
Lifter 16599,F,SBD,Raw,44.0,71.8,76.1,52.9,72.6,201.6,98.1,WRPF
Lifter 16600,M,SBD,Raw,23.0,95.9,197.0,118.4,162.3,477.7,187.1,USAPL
Lifter 16601,M,SBD,Raw,40.0,84.3,165.7,108.8,169.3,443.8,191.4,USAPL
Lifter 16602,M,SBD,Wraps,35.0,77.4,116.5,96.0,173.4,385.9,177.5,USAPL
Lifter 16603,M,SBD,Raw,58.0,108.2,105.4,81.9,151.5,338.8,121.2,IPF
Lifter 16604,M,SBD,Raw,26.0,89.3,192.8,108.4,172.4,473.6,195.6,IPF
Lifter 16605,M,SBD,Raw,49.0,65.6,109.4,70.2,122.4,302.0,157.2,USPA
Lifter 16606,F,SBD,Raw,33.0,48.5,75.0,43.6,44.6,163.2,106.6,IPF
Lifter 16607,M,SBD,Raw,23.0,112.0,178.8,143.5,159.9,482.2,168.1,USAPL
Lifter 16608,M,SBD,Wraps,31.0,63.2,126.6,94.4,145.4,366.4,196.2,USAPL
Lifter 16609,F,SBD,Raw,47.0,62.5,55.9,28.1,60.0,144.0,77.7,USAPL
Lifter 16610,M,SBD,Raw,46.0,115.1,147.4,97.8,147.5,392.7,134.1,USPA
Lifter 16611,M,SBD,Raw,43.0,107.1,145.4,88.7,195.5,429.6,154.8,USAPL
Lifter 16612,M,SBD,Raw,28.0,121.4,257.1,127.3,188.7,573.1,188.0,USAPL
Lifter 16613,F,SBD,Raw,58.0,55.3,41.2,31.6,52.3,125.1,74.0,USPA
Lifter 16614,M,SBD,Raw,37.0,104.1,182.2,91.1,122.1,395.4,145.6,USPA
Lifter 16615,F,SBD,Raw,35.0,69.7,74.9,60.3,64.9,200.1,99.5,USAPL
Lifter 16616,M,SBD,Raw,37.0,97.3,163.6,145.3,198.3,507.2,196.5,IPF
Lifter 16617,F,SBD,Single-ply,26.0,57.9,82.2,52.7,93.3,228.2,130.5,WRPF
Lifter 16618,M,SBD,Raw,23.0,74.6,81.5,84.5,154.8,320.8,151.7,USAPL
Lifter 16619,F,SBD,Raw,35.0,63.7,65.7,49.8,69.3,184.8,98.4,USAPL
Lifter 16620,F,SBD,Raw,22.0,85.4,93.7,57.9,114.4,266.0,113.6,IPF
Lifter 16621,M,SBD,Raw,47.0,96.4,113.5,97.1,145.7,356.3,139.0,USPA
Lifter 16622,F,SBD,Raw,54.0,54.8,47.5,29.8,45.0,122.3,72.9,IPF
Lifter 16623,F,SBD,Single-ply,,44.0,32.8,20.0,23.7,76.5,53.7,USAPL
Lifter 16624,M,SBD,Raw,30.0,71.9,159.6,110.1,88.4,358.1,174.0,USAPL
Lifter 16625,F,SBD,Raw,46.0,89.7,71.3,55.3,99.1,225.7,92.9,USAPL
Lifter 16626,M,SBD,Wraps,20.0,79.5,131.4,95.8,159.7,386.9,174.4,USAPL
Lifter 16627,M,SBD,Raw,45.0,86.7,142.8,110.3,224.9,478.0,201.9,IPF
Lifter 16628,M,SBD,Wraps,36.0,111.5,197.6,101.4,227.0,526.0,184.0,IPF
Lifter 16629,M,SBD,Wraps,42.0,93.3,152.2,79.0,175.6,406.8,162.6,USAPL
Lifter 16630,M,SBD,Single-ply,,87.5,152.0,114.4,155.8,422.2,177.1,USPA
Lifter 16631,M,SBD,Raw,,142.3,217.1,159.8,243.9,620.8,180.8,WRPF
Lifter 16632,M,SBD,Raw,43.0,98.5,129.9,104.6,140.7,375.2,144.0,USPA
Lifter 16633,M,SBD,Single-ply,42.0,92.8,150.3,116.7,176.9,443.9,178.2,USPA
Lifter 16634,M,SBD,Raw,39.0,87.0,146.0,83.7,169.8,399.5,168.3,USAPL
Lifter 16635,M,SBD,Raw,29.0,84.4,166.4,92.4,174.2,433.0,186.6,IPF
Lifter 16636,F,SBD,Single-ply,,98.4,108.5,107.0,111.9,327.4,125.8,USAPL
Lifter 16637,F,SBD,Raw,33.0,75.6,93.9,64.7,106.5,265.1,124.1,USPA
Lifter 16638,M,SBD,Raw,47.0,75.7,143.5,79.0,143.0,365.5,170.9,WRPF
Lifter 16639,M,SBD,Raw,39.0,84.0,124.2,96.0,149.0,369.2,159.7,USAPL
Lifter 16640,M,SBD,Single-ply,43.0,106.0,211.6,88.6,218.2,518.4,188.3,USPA
Lifter 16641,M,SBD,Single-ply,42.0,112.4,166.8,129.8,214.7,511.3,177.7,IPF
Lifter 16642,M,SBD,Single-ply,69.0,56.6,36.6,32.5,53.4,122.5,71.2,IPF
Lifter 16643,F,SBD,Raw,45.0,85.9,92.2,65.3,121.8,279.3,118.8,USAPL
Lifter 16644,M,SBD,Wraps,29.0,88.6,205.0,127.0,170.1,502.1,208.6,USPA
Lifter 16645,M,SBD,Raw,35.0,143.1,155.8,130.5,245.9,532.2,154.4,USAPL
Lifter 16646,F,SBD,Raw,48.0,60.6,61.8,41.9,88.0,191.7,105.9,USAPL
Lifter 16647,M,SBD,Raw,23.0,69.3,121.7,110.0,141.9,373.6,186.7,USPA
Lifter 16648,F,SBD,Raw,37.0,112.9,81.3,63.0,135.5,279.8,96.9,USPA
Lifter 16649,F,SBD,Raw,33.0,79.5,123.8,76.7,80.6,281.1,126.7,IPF
Lifter 16650,M,SBD,Raw,28.0,87.5,119.1,127.4,163.4,409.9,171.9,WRPF
Lifter 16651,f,SBD,Raw,28.0,53.3,73.7,,72.2,,113.8,USAPL
Lifter 16652,F,SBD,Raw,45.0,80.2,79.8,55.8,79.5,215.1,96.3,USPA
Lifter 16653,M,SBD,Raw,47.0,117.9,148.1,78.0,135.9,362.0,121.4,USPA
Lifter 16654,M,SBD,Raw,33.0,103.1,139.8,99.1,170.9,409.8,152.0,USAPL
Lifter 16655,F,SBD,Raw,34.0,78.2,96.9,57.1,115.4,269.4,122.9,USAPL
Lifter 16656,M,SBD,Single-ply,36.0,66.3,134.6,,168.0,,201.2,IPF
Lifter 16657,M,SBD,Wraps,20.0,78.9,151.1,80.0,147.2,378.3,171.5,USPA
Lifter 16658,M,SBD,Wraps,61.0,111.5,116.0,77.5,94.9,288.4,100.9,IPF
Lifter 16659,M,SBD,Raw,44.0,103.1,172.7,114.2,136.5,423.4,157.0,USAPL
Lifter 16660,M,SBD,Raw,48.0,55.6,66.7,56.1,99.5,222.3,131.0,USPA
Lifter 16661,F,SBD,Raw,33.0,58.8,50.0,34.8,76.6,161.4,91.2,USPA
Lifter 16662,M,SBD,Raw,44.0,44.0,96.0,70.1,105.4,271.5,190.7,USAPL
Lifter 16663,M,SBD,Raw,26.0,101.3,123.3,109.0,207.1,439.4,165.1,IPF
Lifter 16664,F,SBD,Raw,43.0,92.7,104.2,45.1,67.6,216.9,87.1,USAPL
Lifter 16665,M,SBD,Raw,,84.7,132.3,97.0,156.1,385.4,165.6,USAPL
Lifter 16666,F,SBD,Raw,27.0,76.6,72.4,61.7,86.5,220.6,102.2,IPF
Lifter 16667,M,SBD,Raw,57.0,83.4,118.6,61.0,105.7,285.3,124.1,IPF
Lifter 16668,M,SBD,Raw,44.0,81.0,151.2,84.5,165.4,401.1,178.3,IPF
Lifter 16669,M,SBD,Raw,,120.6,89.1,79.5,97.7,266.3,87.8,IPF
Lifter 16670,F,SBD,Wraps,29.0,92.0,92.8,60.8,91.9,245.5,99.2,WRPF
Lifter 16671,f,SBD,Raw,35.0,71.2,80.8,50.0,82.5,213.3,104.4,WRPF
Lifter 16672,M,SBD,Wraps,,123.0,170.5,94.8,166.1,431.4,140.2,IPF
Lifter 16673,M,SBD,Single-ply,22.0,114.2,153.0,89.2,152.0,394.2,135.4,WRPF
Lifter 16674,M,SBD,Raw,40.0,72.0,127.4,76.8,129.2,333.4,161.9,USAPL
Lifter 16675,F,SBD,Wraps,45.0,61.2,74.5,39.0,78.0,191.5,105.0,USAPL
Lifter 16676,F,SBD,Single-ply,28.0,89.4,103.6,,154.5,,136.3,USAPL
Lifter 16677,M,SBD,Raw,37.0,76.5,167.0,,147.9,,196.2,USPA
Lifter 16678,F,SBD,Multi-ply,31.0,44.0,60.0,45.9,106.7,212.6,149.3,IPF
Lifter 16679,M,SBD,Raw,41.0,79.6,132.6,111.6,140.1,384.3,173.0,WRPF
Lifter 16680,M,SBD,Raw,44.0,100.9,142.4,56.4,170.1,368.9,139.1,IPF
Lifter 16681,M,SBD,Multi-ply,37.0,124.7,220.6,122.5,323.6,666.7,214.4,IPF
Lifter 16682,M,SBD,Raw,47.0,90.7,97.7,100.2,150.1,348.0,142.1,WRPF
Lifter 16683,M,SBD,Raw,26.0,86.7,178.7,,125.4,,166.7,USAPL
Lifter 16684,m,SBD,Raw,47.0,86.4,156.4,111.1,145.2,412.7,174.8,USPA
Lifter 16685,F,SBD,Raw,61.0,78.5,56.2,43.8,64.3,164.3,74.8,WRPF
Lifter 16686,F,SBD,Raw,27.0,45.7,46.3,55.3,77.3,178.9,122.1,USAPL
Lifter 16687,M,SBD,Wraps,27.0,89.6,181.3,118.6,119.1,419.0,172.6,USPA
Lifter 16688,M,SBD,Raw,55.0,99.1,94.4,75.3,131.7,301.4,115.2,USPA
Lifter 16689,F,SBD,Raw,,88.0,72.9,74.1,103.3,250.3,104.5,USAPL
Lifter 16690,M,SBD,Raw,45.0,86.6,125.0,103.1,162.4,390.5,165.1,IPF
Lifter 16691,F,SBD,Single-ply,31.0,76.4,92.6,65.9,125.0,283.5,131.6,IPF
Lifter 16692,M,SBD,Raw,33.0,69.3,151.7,80.9,154.6,387.2,193.4,IPF
Lifter 16693,M,SBD,Raw,51.0,88.0,141.5,72.7,132.2,346.4,144.7,IPF
Lifter 16694,F,SBD,Single-ply,34.0,95.4,127.7,83.7,130.8,342.2,134.5,IPF
Lifter 16695,M,SBD,Wraps,,68.6,106.1,98.3,176.7,381.1,191.9,IPF
Lifter 16696,M,SBD,Raw,23.0,102.0,184.3,62.7,143.0,390.0,145.8,USAPL
Lifter 16697,M,SBD,Raw,33.0,106.2,116.6,101.9,212.2,430.7,156.2,USAPL
Lifter 16698,F,SBD,Single-ply,27.0,70.6,80.7,59.5,79.8,220.0,108.4,USAPL
Lifter 16699,F,SBD,Raw,28.0,92.7,106.5,81.5,116.4,304.4,122.3,IPF
Lifter 16700,M,SBD,Raw,,77.2,160.1,67.6,116.6,344.3,158.6,USAPL
Lifter 16701,M,SBD,Multi-ply,48.0,91.0,154.4,,181.2,,177.0,WRPF
Lifter 16702,M,SBD,Wraps,,81.6,136.7,111.4,152.1,400.2,176.9,WRPF
Lifter 16703,M,SBD,Single-ply,38.0,88.3,170.5,128.6,173.5,472.6,196.9,USAPL
Lifter 16704,M,SBD,Raw,33.0,65.9,98.5,90.2,130.6,319.3,165.7,USPA
Lifter 16705,M,SBD,Raw,40.0,90.6,144.8,106.5,190.8,442.1,180.7,IPF
Lifter 16706,M,SBD,Wraps,42.0,117.5,181.2,116.7,188.3,486.2,163.5,USPA
Lifter 16707,m,SBD,Raw,30.0,118.5,227.2,152.8,149.1,529.1,176.8,WRPF
Lifter 16708,M,SBD,Raw,49.0,105.5,170.3,106.0,151.2,427.5,155.8,USPA
Lifter 16709,M,SBD,Multi-ply,62.0,76.3,123.7,57.3,111.6,292.6,136.0,USPA
Lifter 16710,M,SBD,Raw,27.0,102.5,180.1,120.9,191.2,492.2,183.3,USPA
Lifter 16711,M,SBD,Wraps,44.0,88.4,123.8,112.4,137.3,373.5,155.5,USPA
Lifter 16712,M,SBD,Raw,36.0,86.1,127.4,66.8,191.2,385.4,163.6,WRPF
Lifter 16713,M,SBD,Raw,37.0,115.9,206.7,128.1,159.9,494.7,168.1,IPF
Lifter 16714,M,SBD,Raw,49.0,85.8,144.3,92.0,128.5,364.8,155.3,USAPL
Lifter 16715,M,SBD,Raw,44.0,85.1,128.3,92.6,151.0,371.9,159.3,WRPF
Lifter 16716,M,SBD,Raw,34.0,101.6,147.7,107.8,118.5,374.0,140.2,USAPL
Lifter 16717,M,SBD,Wraps,51.0,65.1,105.2,85.6,115.6,306.4,160.4,IPF
Lifter 16718,M,SBD,Single-ply,,88.6,172.2,119.3,220.6,512.1,212.8,USAPL
Lifter 16719,M,SBD,Raw,30.0,117.7,151.9,107.7,160.9,420.5,141.2,IPF
Lifter 16720,M,SBD,Raw,39.0,122.0,133.9,98.3,212.8,445.0,145.5,USAPL
Lifter 16721,M,SBD,Multi-ply,53.0,74.6,157.4,115.7,205.3,478.4,226.2,WRPF
Lifter 16722,M,SBD,Wraps,25.0,72.6,116.3,108.2,144.1,368.6,177.8,USPA
Lifter 16723,M,SBD,Wraps,43.0,80.6,122.3,109.6,171.7,403.6,180.0,IPF
Lifter 16724,F,SBD,Raw,22.0,78.7,81.5,59.1,139.8,280.4,127.3,USPA
Lifter 16725,M,SBD,Raw,45.0,126.4,192.4,107.8,196.2,496.4,158.0,USPA
Lifter 16726,F,SBD,Raw,41.0,82.3,99.4,64.1,87.6,251.1,110.3,IPF
Lifter 16727,M,SBD,Raw,56.0,70.1,73.7,88.1,121.0,282.8,140.1,WRPF
Lifter 16728,F,SBD,Raw,26.0,86.3,112.8,61.3,77.9,252.0,106.8,USPA
Lifter 16729,F,SBD,Raw,40.0,85.6,68.9,46.5,153.0,268.4,114.4,USAPL
Lifter 16730,M,SBD,Raw,,99.5,194.2,110.4,160.1,464.7,177.0,IPF
Lifter 16731,M,SBD,Raw,33.0,133.4,204.7,132.9,146.5,484.1,148.0,USAPL
